x1,x2,x3,x4,x5,x6
1031,168,1031,1,1,2
1050,573,1050,1,1,2
1050,558,1050,1,1,2
1048,760,1048,1,1,2
1048,776,1048,1,1,2
1049,248,1049,1,1,2
1051,487,1051,1,1,2
1044,167,1044,1,1,2
1043,98,1043,1,1,2
1045,24,1045,1,1,2
1053,79,1053,1,1,2
1046,922,1046,1,1,2
1052,279,1052,1,1,2
1055,226,1055,1,1,2
1054,309,1054,1,1,2
1067,204,1067,1,1,2
1053,352,1053,1,1,2
1060,50,1060,1,1,2
1061,186,1061,1,1,2
1063,34,1063,1,1,2
1073,68,1073,1,1,2
1056,707,1056,1,1,2
1055,752,1055,1,1,2
1074,184,1074,1,1,2
1058,555,1058,1,1,2
1085,51,1085,1,1,2
1086,2106,1086,1,1,2
1086,2118,1086,1,1,2
1086,1884,1086,1,1,2
1086,1898,1086,1,1,2
1086,1911,1086,1,1,2
1086,1921,1086,1,1,2
1086,2012,1086,1,1,2
1071,179,1071,1,1,2
1072,110,1072,1,1,2
1089,279,1089,1,1,2
1085,295,1085,1,1,2
1088,315,1088,1,1,2
1079,244,1079,1,1,2
1091,202,1091,1,1,2
1086,1652,1086,1,1,2
1086,1811,1086,1,1,2
1086,1759,1086,1,1,2
1094,1526,1094,1,1,2
1094,1618,1094,1,1,2
1094,1975,1094,1,1,2
1094,2013,1094,1,1,2
1109,241,1109,1,1,2
1088,1015,1088,1,1,2
1088,1044,1088,1,1,2
1087,1208,1087,1,1,2
1087,1237,1087,1,1,2
1087,1517,1087,1,1,2
1087,1584,1087,1,1,2
1087,1602,1087,1,1,2
1087,1611,1087,1,1,2
1087,1331,1087,1,1,2
1087,1489,1087,1,1,2
1087,1416,1087,1,1,2
1087,1428,1087,1,1,2
1087,1393,1087,1,1,2
1090,288,1090,1,1,2
1092,152,1092,1,1,2
1094,1390,1094,1,1,2
1094,1400,1094,1,1,2
1094,1434,1094,1,1,2
1095,1471,1095,1,1,2
1095,1027,1095,1,1,2
1095,1142,1095,1,1,2
1093,1905,1093,1,1,2
1093,1919,1093,1,1,2
1110,251,1110,1,1,2
1110,131,1110,1,1,2
1112,233,1112,1,1,2
1098,143,1098,1,1,2
1097,166,1097,1,1,2
1105,30,1105,1,1,2
1107,214,1107,1,1,2
1102,136,1102,1,1,2
1099,243,1099,1,1,2
1099,282,1099,1,1,2
1103,272,1103,1,1,2
1115,324,1115,1,1,2
1119,255,1119,1,1,2
1121,307,1121,1,1,2
1120,238,1120,1,1,2
1125,159,1125,1,1,2
1123,94,1123,1,1,2
1133,184,1133,1,1,2
1134,37,1134,1,1,2
1130,129,1130,1,1,2
1140,317,1140,1,1,2
1142,305,1142,1,1,2
1143,160,1143,1,1,2
1136,167,1136,1,1,2
1138,215,1138,1,1,2
1138,290,1138,1,1,2
1146,47,1146,1,1,2
1156,297,1156,1,1,2
1168,75,1168,1,1,2
1147,287,1147,1,1,2
1163,324,1163,1,1,2
1151,303,1151,1,1,2
1152,64,1152,1,1,2
1152,208,1152,1,1,2
1155,253,1155,1,1,2
1161,57,1161,1,1,2
1178,217,1178,1,1,2
1178,22,1178,1,1,2
1167,83,1167,1,1,2
1176,289,1176,1,1,2
1188,1972,1188,1,1,2
1188,1983,1188,1,1,2
1188,2005,1188,1,1,2
1189,286,1189,1,1,2
1188,2107,1188,1,1,2
1175,188,1175,1,1,2
1184,230,1184,1,1,2
1190,1569,1190,1,1,2
1184,996,1184,1,1,2
1184,1106,1184,1,1,2
1184,1012,1184,1,1,2
1184,1019,1184,1,1,2
1184,1027,1184,1,1,2
1184,1037,1184,1,1,2
1184,1046,1184,1,1,2
1184,1059,1184,1,1,2
1169,228,1169,1,1,2
1173,187,1173,1,1,2
1166,316,1166,1,1,2
1166,164,1166,1,1,2
1166,133,1166,1,1,2
1175,35,1175,1,1,2
1170,76,1170,1,1,2
1189,1709,1189,1,1,2
1189,1727,1189,1,1,2
1189,1695,1189,1,1,2
1189,1875,1189,1,1,2
1189,1634,1189,1,1,2
1189,2045,1189,1,1,2
1189,1621,1189,1,1,2
1182,1681,1182,1,1,2
1182,1712,1182,1,1,2
1182,1628,1182,1,1,2
1182,1723,1182,1,1,2
1182,1592,1182,1,1,2
1182,1615,1182,1,1,2
1182,1473,1182,1,1,2
1182,1441,1182,1,1,2
